0x006708d8	..\Data\MsgDat\
0x007a56f2	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\ndp4 oFog.x, r11, c18\r\nmov  oD0.xyzw, c04\r\nm4x4 oT0, r11, c20\r\n
0x007a6618	vs.1.0\r\nm4x4 oPos, v0, c16\r\ndp4 oFog.x, v0, c18\r\nmov  oD0.xyzw, c04\r\nm4x4 r0, v0, c12\r\nadd oT0, r0, c08\r\nadd oT1, r0, c09\r\nadd oT2, r0, c10\r\nadd oT3, r0, c11\r\nm4x4 r1, v0, c20\r\nadd oT4, r1, c05.x
0x007a7875	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\nm4x4 r0, r11, c12\r\nadd oT0, r0, c08\r\nadd oT1, r0, c09\r\nadd oT2, r0, c10\r\nadd oT3, r0, c11\r\nmov oD0, c04\r\nm4x4 r1, r11, c20\r\nrsq r1.w, r1.w\r\nmul r1.xyz, r1.xyz, r1.w\r\nadd oT4, r1, c05.x\r\n
0x007a8698	vs.1.0\r\nm4x4 r0, v0, c16\r\nmov oPos, r0\r\nrsq r0.w, r0.w\r\nmul r0.xyz, r0.xyz, r0.w\r\nmov oT0, r0.z
0x007a97f2	\r\nmov r11.w, v0.w\r\nm4x4 r0, r11, c16\r\nmov oPos, r0\r\nrsq r0.w, r0.w\r\nmul r0.xyz, r0.xyz, r0.w\r\nmov oT0, r0.z
0x007aa718	vs.1.0\r\nm4x4 r0, v0, c16\r\nmov oPos, r0\r\ndp4 oFog.x, v0, c18\r\nmov oD0.xyzw, c04\r\nrcp r2, r0.w\r\nmul r0, r0, r2\r\nadd r0, r0, c6\r\nmul r0, r0, c5\r\nm3x3 r2, v1, c20\r\nmul r2, r2, c7\r\nadd r0, r0, r2\r\nmov oT0.xy, r0.xy
0x007ab975	\r\nmov r11.w, v0.w\r\nm4x4 r0, r11, c16\r\nmov oPos, r0\r\ndp4 oFog.x, r11, c18\r\nmov oD0.xyzw, c04\r\nrcp r2, r0.w\r\nmul r0, r0, r2\r\nadd r0, r0, c6\r\nmul r0, r0, c5\r\nm3x3 r2, r10, c20\r\nmul r2, r2, c7\r\nadd r0, r0, r2\r\nmov oT0.xy, r0.xy
0x007ac798	vs.1.0\r\nm4x4 oPos, v0, c16\r\ndp4 oFog.x, v0, c18\r\nmov oD0.xyzw, c04\r\nm3x3 r0, v1, c20\r\nmov r0.w, v0.w\r\nm4x4 oT0.xy, r0, c12\r\n
0x007ad9f5	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\ndp4 oFog.x, r11, c18\r\nmov oD0.xyzw, c04\r\nm3x3 r0, r10, c20\r\nmov r0.w, v0.w\r\nm4x4 oT0.xy, r0, c12\r\n
0x007afea5	\r\nmov r2, c14\r\nadd r2, r2, c12\r\n;normalize\r\ndp3 r2.w, r2, r2\r\nrsq r2.w, r2.w\r\nmul r2, r2, r2.w\r\n;norm . half vector\r\ndp3 r3.y, r10, r2\r\n;norm . light vector\r\ndp3 r3.x, r10, c12\r\nlit r4, r3\r\n;diff value * light color\r\nmul r2, r4.y, c13\r\n;* diff color\r\nmad r5, r2, c04, r5\r\n;spec value * light color\r\nmul r2, r4.z, c13\r\n;spec color\r\nmad r6, r2, c05, r6\r\n;diff.a\r\nmov  r5.w, c04.w\r\n;spec.a\r\nmov  r6.w, c04.w\r\nmov  oD0.xyzw, r5\r\nmov  oD1.xyzw, r6\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n
0x007b1caa	R\r\n;norm . light vector\r\ndp3 r3.x, r10, c08\r\nlit r4, r3\r\n;diff value * light color\r\nmul r2, r4.y, c13\r\n;* diff color\r\nmad r5, r2, c04, r5\r\n;diff.a\r\nmov  r5.w, c04.w\r\nmov  oD0.xyzw, r5\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n
0x007b2818	ps.1.1\r\ntex t0\r\ntex t1\r\ntex t2\r\ndp3_sat r0, t0_bx2, t1_bx2\r\nmul r0, r0, v0\r\ndp3_sat r1, t0_bx2, t2_bx2\r\nmul r1, r1, r1\r\nmul r1, r1, r1\r\nmul r1, r1, v1\r\nadd r0.rgb, r0, r1\r\n +mul r0.a, t0, v0
0x007b28d8	ps.1.1\r\ntex t0\r\ntex t1\r\ndp3_sat r0, t0_bx2, t1_bx2\r\nmul r0.rgb, r0, v0\r\n +mul r0.a, t0, v0
0x007b2934	ps.1.1\r\ntex t0\r\ntex t1\r\ntex t2\r\ndp3_sat r0, t0_bx2, t1_bx2\r\nmul r0.rgb, r0, v0\r\n +mul r0.a, t2, v0
0x007b2998	ps.1.1\r\ntex t0\r\ntex t1\r\ndp3_sat r0, t0_bx2, t1_bx2\r\nmul r0, r0, r0\r\nmul r0, r0, r0\r\nmul r0, r0, r0\r\nmul r0, r0, r0\r\nmul r0, r0, t0.a\r\nmul r0.rgb, r0, v0\r\n +mul r0.a, t0, v0
0x007b2a48	ps.1.1\r\ntex t0\r\ntex t1\r\ntex t2\r\ndp3_sat r0, t0_bx2, t1_bx2\r\nmul r0, r0, r0\r\nmul r0, r0, r0\r\nmul r0, r0, r0\r\nmul r0, r0, r0\r\nmul r0, r0, t0.a\r\nmul r0.rgb, r0, v0\r\n +mul r0.a, t2, v0
0x007b2b00	ps.1.4\r\ntexld r0, t0\r\ntexld r1, t1\r\ndp3_sat r0.rgb, r0_bx2, r1_bx2\r\nmov r1.r, r0.a\r\nphase\r\ntexld r3, r0\r\ntexld r2, t2\r\nmul r0, r3, r1.r\r\nmul r0.rgb, r0, v0\r\n +mul r0.a, r2, v0
0x007b2bb0	ps.1.1\r\ntex t0\r\ntexm3x3pad t1, t0_bx2\r\ntexm3x3pad t2, t0_bx2\r\ntexm3x3vspec t3, t0_bx2\r\nmul r0, t3, c0
0x007b2c18	ps.1.1\r\ntex t0\r\ntex t1\r\ntex t2\r\ntex t3\r\ndp3_sat r0, t0_bx2, t1_bx2\r\nmul r0.rgb, r0, c0\r\ndp3_sat r1, t0_bx2, t2_bx2\r\nmad r0.rgb, r1, c1, r0\r\ndp3_sat r1, t0_bx2, t3_bx2\r\nmad r0.rgb, r1, c2, r0\r\n +mul r0.a, t0, c0
0x007b2cec	ps.1.4\r\ndef c0, 0, 0, 0, 0\r\ndef c1, 1, 1, 1, 1\r\ndef c2, 0.1, 0, 0, 0\r\ndef c3, 0.25, 0.25, 0.25, 0.25\r\ndef c4, 0.0, 0.0, 0.0, 0.0\r\ntexld r0, t0\r\ntexld r1, t1\r\ntexld r2, t2\r\ntexld r3, t3\r\ntexcrd r4.rgb, t4\r\nmov_d8 r0.r, r0.r\r\nadd r0.r, r0.r, r0.g\r\nmov_d8 r1.r, r1.r\r\nadd r0.g, r1.r, r1.g\r\nmov_d8 r2.r, r2.r\r\nadd r0.b, r2.r, r2.g\r\nmov_d8 r3.r, r3.r\r\nadd r1.r, r3.r, r3.g\r\nphase\r\nmov r0.a, r1.r\r\nsub r0, r4.b, r0\r\ncmp r0, -r0, c1, c0\r\ndp4 r0, r0, c3\r\nmad r0, r0, v0, c4\r\nmov r0.a, v0.a\r\n
0x007b2ed0	ps.1.4\r\ndef c0, 0, 0, 0, 0\r\ntexld r0, t0\r\nmov r0.a, c0\r\n
0x007b2f0c	ps.1.4\r\ndef c0, 0, 0, 0, 0\r\ndef c1, 0.5, 0.5, 0.5, 0.0\r\ndef c2, 0.33, 0.33, 0.33, 1.0\r\ntexld r0, t0\r\nmov r1.rgb, r0\r\nadd r0.r, r0.r, r1.g\r\nadd r0.r, r0.r, r1.b\r\nmov r1.rgb, r0\r\nmov r0.g, r1.r\r\nmov r0.b, r1.r\r\nmul r0.rgb, r0, c2\r\nphase\r\nsub r1.rgb, r0, c1\r\ncmp r0.rgb, r1, r0, c0\r\nmul r0.rgb, r0, v0\r\nmov r0.a, v0.a\r\n
0x007b304c	c:\lws2mdl\redboots\shader_src\%s
0x007b3070	shadowvolume.vsh
0x007b3110	.?AVCObject@@
0x007b3128	.?AVCCmdTarget@@
0x007b3148	.?AVCWnd@@
0x007b3160	.?AVCDialog@@
0x007b3178	.PAVCException@@
0x007b3198	.?AVCNoTrackObject@@
0x007b31b8	.?AV_AFX_WIN_STATE@@
0x007b31d8	.?AVCWinThread@@
0x007b31f8	.?AVCWinApp@@
0x007b3210	.?AVCCommandLineInfo@@
0x007b3230	.?AV_AFX_CTL3D_STATE@@
0x007b3250	.?AV_AFX_CTL3D_THREAD@@
0x007b3280	.?AVCCmdUI@@
0x007b32a0	.?AVCDocTemplate@@
0x007b32c0	.?AVCSingleDocTemplate@@
0x007b32e8	.?AVCOccManager@@
0x007b3308	.?AVCTestCmdUI@@
0x007b3328	.PAVCUserException@@
0x007b3348	.?AVCTempWnd@@
0x007b3360	.?AVCFile@@
0x007b3378	.?AVCMirrorFile@@
0x007b3398	.?AVCException@@
0x007b33b8	.?AVCFileException@@
0x007b33d8	.?AVCFrameWnd@@
0x007b33f0	.?AV_AFX_THREAD_STATE@@
0x007b3410	.?AVAFX_MODULE_STATE@@
0x007b3430	.?AVAFX_MODULE_THREAD_STATE@@
0x007b3458	.?AV_AFX_BASE_MODULE_STATE@@
0x007b3480	.?AVCDC@@
0x007b3498	.?AVCClientDC@@
0x007b34b0	.?AVCWindowDC@@
0x007b34c8	.?AVCPaintDC@@
0x007b34e0	.?AVCGdiObject@@
0x007b3500	.?AVCTempDC@@
0x007b3518	.?AVCTempGdiObject@@
0x007b3538	.PAX
0x007b3548	.PAVCObject@@
0x007b3560	.PAVCSimpleException@@
0x007b3580	.PAVCResourceException@@
0x007b35a8	.?AVCSimpleException@@
0x007b35c8	.?AVCResourceException@@
0x007b35f0	.?AVCUserException@@
0x007b3628	.?AVCMenu@@
0x007b3640	.?AVCTempMenu@@
0x007b3670	.?AVCStringList@@
0x007b3690	.PAVCMemoryException@@
0x007b36b0	.PAVCNotSupportedException@@
0x007b36d8	.?AVCMemoryException@@
0x007b36f8	.?AVCNotSupportedException@@
0x007b3738	.?AVCObList@@
0x007b3750	.?AUCThreadData@@
0x007b3770	.?AVCRecentFileList@@
0x007b3790	.?AVCHandleMap@@
0x007b37b0	.?AVCMapPtrToPtr@@
0x007b37d0	.?AVCDocManager@@
0x007b37f0	.?AVCNewTypeDlg@@
0x007b3818	.?AUIParseDisplayName@@
0x007b3838	.?AUIOleContainer@@
0x007b3858	.?AVXOleContainer@COleControlContainer@@
0x007b3890	.?AUIUnknown@@
0x007b38a8	.?AUIOleWindow@@
0x007b38c8	.?AUIOleInPlaceUIWindow@@
0x007b38f0	.?AUIOleInPlaceFrame@@
0x007b3910	.?AVXOleIPFrame@COleControlContainer@@
0x007b3940	.?AVCOleControlContainer@@
0x007b3968	.?AVCFont@@
0x007b3980	.?AVCEnumArray@@
0x007b39a0	.?AVCEnumUnknown@@
0x007b39c0	.?AUIRowsetNotify@@
0x007b39e0	.?AVXRowsetNotify@COleControlSite@@
0x007b3a10	.?AUINotifyDBEvents@@
0x007b3a30	.?AVXNotifyDBEvents@COleControlSite@@
0x007b3a60	.?AUIBoundObjectSite@@
0x007b3a80	.?AVXBoundObjectSite@COleControlSite@@
0x007b3ab0	.?AVXEventSink@COleControlSite@@
0x007b3ae0	.?AUIPropertyNotifySink@@
0x007b3b08	.?AVXPropertyNotifySink@COleControlSite@@
0x007b3b40	.?AUIDispatch@@
0x007b3b58	.?AVXAmbientProps@COleControlSite@@
0x007b3b88	.?AUIOleControlSite@@
0x007b3ba8	.?AVXOleControlSite@COleControlSite@@
0x007b3bd8	.?AUIOleInPlaceSite@@
0x007b3bf8	.?AVXOleIPSite@COleControlSite@@
0x007b3c28	.?AUIOleClientSite@@
0x007b3c48	.?AVXOleClientSite@COleControlSite@@
0x007b3c78	.?AVCOleControlSite@@
0x007b3c98	.?AVCDataSourceControl@@
0x007b3cf0	.?AVCMemFile@@
0x007b3d08	.?AVCPtrList@@
0x007b3d20	.?AVCArchiveException@@
0x007b3d40	.PAVCArchiveException@@
0x007b3d60	.?AVCCommonDialog@@
0x007b3d80	.?AVCFileDialog@@
0x007b3da0	.PAVCOleException@@
0x007b3dc0	.?AVCOleDispatchException@@
0x007b3de8	.PAVCOleDispatchException@@
0x007b3e40	.?AUIEnumVOID@@
0x007b3e58	.?AVXEnumVOID@CEnumArray@@
0x007b3e80	.?AVCRgn@@
0x007b3e98	.?AUISequentialStream@@
0x007b3eb8	.?AUIStream@@
0x007b3ed0	.?AVCArchiveStream@@
0x007b3ef0	.?AVCPtrArray@@
0x007b3f08	.?AVCOleException@@
0x007b3f28	.?AVCOleMessageFilter@@
0x007b3f48	.?AUIMessageFilter@@
0x007b3f68	.?AVXMessageFilter@COleMessageFilter@@
0x007b3f98	.?AVCOleDialog@@
0x007b3fb8	.?AVCOleBusyDialog@@
0x007b3fd8	.?AV_AFX_OLE_STATE@@
0x007b4020	.?AVtype_info@@
0x007b4c28	 \t-\r]
0x007b5c3b	\n%d.%d.%d.%d
0x007b5c48	[mpsMessage] mpsMessage: out of memory\n\n
0x007b5c74	[mpsMessage] initialize: lock remained\n
0x007b5c9c	[mpsMessage] input: out of memory\n\n
0x007b5cc0	[mpsMessage] lock_parameter_output_buffer: multiply locked\n
0x007b5cfc	[mpsMessage] clear_parameter_buffer: cannot clear, now locking\n
0x007b5d3c	[mtStreamInputBuffer] attach: illegal memory\n
0x007b5d6c	[mtStreamInputBuffer] read: illegal position\n
0x007b5d9c	[mtStreamInputBuffer] read: illegal size\n
0x007b5dc8	[mtStreamInputBuffer] read: illegal memory\n
0x007b5df4	[mtStreamInputBuffer] calculate_position: illegal position\n
0x007b5e38	.PAVexception@@
0x007b5e50	.PAVmtStreamInputException@@
0x007b5e70	[mtStreamInputBuffer] operator >> (uint8_t): no data to input\n
0x007b5eb0	[mtStreamInputBuffer] operator >> (uint16_t): no data to input\n
0x007b5ef0	[mtStreamInputBuffer] operator >> (uint32_t): no data to input\n
0x007b5f30	[mtStreamInputBuffer] operator >> (int8_t): no data to input\n
0x007b5f70	[mtStreamInputBuffer] operator >> (int16_t): no data to input\n
0x007b5fb0	[mtStreamInputBuffer] operator >> (int32_t): no data to input\n
0x007b5ff0	[mtStreamInputBuffer] operator >> (float): no data to input\n
0x007b6030	[mtStreamInputBuffer] operator >> (double): no data to input\n
0x007b6070	[mpStreamInputBuffer] operator >> (string): not string data\n
0x007b60b0	[mtStreamInputBuffer] operator >> (string): no data to input\n
0x007b60f0	[mtStreamOutputBuffer] allocation: out of memory\n\n
0x007b6124	[mtStreamOutputBuffer] resize: out of memory\n\n
0x007b6154	[mtStreamOutputBuffer] resize: illegal size\n
0x007b6184	[mtStreamOutputBuffer] attach: illegal memory\n
0x007b61b4	[mtStreamOutputBuffer] write: illegal position\n
0x007b61e4	[mtStreamOutputBuffer] write: illegal size\n
0x007b6210	[mtStreamOutputBuffer] write: illegal memory\n
0x007b6240	[mtStreamOutputBuffer] calculate_position: illegal position\n
0x007b6288	.PAVmtStreamOutputException@@
0x007b62a8	[mtStreamOutputBuffer] operator << (uint8_t): buffer overflow\n
0x007b62e8	[mtStreamOutputBuffer] operator << (uint16_t): buffer overflow\n
0x007b6328	[mtStreamOutputBuffer] operator << (uint32_t): buffer overflow\n
0x007b6368	[mtStreamOutputBuffer] operator << (int8_t): buffer overflow\n
0x007b63a8	[mtStreamOutputBuffer] operator << (int16_t): buffer overflow\n
0x007b63e8	[mtStreamOutputBuffer] operator << (int32_t): buffer overflow\n
0x007b6428	[mtStreamOutputBuffer] operator << (float): buffer overflow\n
0x007b6468	[mtStreamOutputBuffer] operator << (double): buffer overflow\n
0x007b64a8	[mtStreamOutputBuffer] operator << (string): buffer overflow\n
0x007b64e8	[mtNetStreamOutputBuffer] operator << (uint8_t): buffer overflow\n
0x007b652c	[mtNetStreamOutputBuffer] operator << (uint16_t): buffer overflow\n
0x007b6570	[mtNetStreamOutputBuffer] operator << (uint32_t): buffer overflow\n
0x007b65b4	[mtNetStreamOutputBuffer] operator << (int8_t): buffer overflow\n
0x007b65f8	[mtNetStreamOutputBuffer] operator << (int16_t): buffer overflow\n
0x007b663c	[mtNetStreamOutputBuffer] operator << (int32_t): buffer overflow\n
0x007b6680	[mtNetStreamOutputBuffer] operator << (float): buffer overflow\n
0x007b66c0	[mtNetStreamOutputBuffer] operator << (double): buffer overflow\n
0x007b6704	[mtNetStreamOutputBuffer] operator << (string): buffer overflow\n
0x007b6748	[mtNetStreamInputBuffer] operator >> (uint8_t): no data to input\n
0x007b678c	[mtNetStreamInputBuffer] operator >> (uint16_t): no data to input\n
0x007b67d0	[mtNetStreamInputBuffer] operator >> (uint32_t): no data to input\n
0x007b6814	[mtNetStreamInputBuffer] operator >> (int8_t): no data to input\n
0x007b6858	[mtNetStreamInputBuffer] operator >> (int16_t): no data to input\n
0x007b689c	[mtNetStreamInputBuffer] operator >> (int32_t): no data to input\n
0x007b68e0	[mtNetStreamInputBuffer] operator >> (float): no data to input\n
0x007b6920	[mtNetStreamInputBuffer] operator >> (double): no data to input\n
0x007b6964	[mpNetStreamInputBuffer] operator >> (string): not string data\n
0x007b69a4	[mtNetStreamInputBuffer] operator >> (string): no data to input\n
0x007b69e8	[mpsClientConnection] mpsMessageFactory: failed initialized\n
0x007b6a28	size over[%d] max msg size[%d]
0x007b6a48	[mpsClientMessage] input: too large parameter\n
0x007b7bdc	[mtBlowfishCipherModule] encipher: buffer is short\n\n
0x007b7c14	[mtBlowfishCipherModule] encipher: out of memory\n\n
0x007b7c48	[mtBlowfishCipherModule] decipher: buffer is short\n\n
0x007b7c80	[mtBlowfishCipherModule] decipher: out of memory\n\n
0x007b7cb4	[mtCipherModule] set_key: out of memory...\n\n
0x007b7ce4	[mtCipherModule] get_key: buffer size is short\n\n
0x007b7d18	[mtCipherModule] get_key: out of memory...\n\n
0x007b7d4c	IKSound System: Init failed 
0x007b7d6c	IKSound System Ver.0.57.20030620.00
0x007b8310	vorbis
0x007bef60	CSPC775BALTIC
0x007bef88	CSPC8CODEPAGE437
0x007befb0	MACCYRILLIC
0x007befcc	CSUNICODE11
0x007befd8	CYRILLIC
0x007befe4	CSPC850MULTILINGUAL
0x007beff8	CSUNICODE11UTF7
0x007bf018	CSPC862LATINHEBREW
0x007bf044	CSHALFWIDTHKATAKANA
0x007bf098	CSISOLATINCYRILLIC
0x007bf0c8	MACARABIC
0x007bf0d4	UNICODE-1-1
0x007bf0e8	ISO-CELTIC
0x007bf124	CSMACINTOSH
0x007bf130	CSISOLATIN6
0x007bf144	CSEUCPKDFMTJAPANESE
0x007bf164	UNICODE-1-1-UTF-7
0x007bf178	UTF-16LE
0x007bf1a8	CSISOLATIN1
0x007bf1dc	MACCENTRALEUROPE
0x007bf1f8	MULELAO-1
0x007bf204	MACTURKISH
0x007bf230	MACICELAND
0x007bf288	CSISOLATINARABIC
0x007bf29c	ISO-8859-16
0x007bf2d0	WINDOWS-1256
0x007bf2ec	CSISOLATIN4
0x007bf300	UTF-16BE
0x007bf31c	MACHEBREW
0x007bf344	MACCROATIAN
0x007bf350	CSISOLATINHEBREW
0x007bf378	WINDOWS-1251
0x007bf390	UNICODEBIG
0x007bf3bc	GEORGIAN-ACADEMY
0x007bf3f8	CSUNICODE
0x007bf42c	WINDOWS-1254
0x007bf43c	CSISOLATIN5
0x007bf474	CSISOLATINGREEK
0x007bf4a4	WINDOWS-1257
0x007bf4b4	ARABIC
0x007bf4bc	MACINTOSH
0x007bf4dc	WINDOWS-1255
0x007bf574	ISO_8859-16:2000
0x007bf5a0	UNICODELITTLE
0x007bf5b0	CSSHIFTJIS
0x007bf5bc	WINDOWS-874
0x007bf5c8	CSHPROMAN8
0x007bf5e4	MACUKRAINE
0x007bf5f8	CN-GB-ISOIR165
0x007bf610	WINDOWS-1252
0x007bf620	CSISOLATIN2
0x007bf62c	MACROMANIA
0x007bf638	WINDOWS-1253
0x007bf648	LATIN1
0x007bf664	MACGREEK
0x007bf67c	CSISOLATIN3
0x007bf6a4	CSVISCII
0x007bf6b8	WINDOWS-1250
0x007bf6d4	WINDOWS-1258
0x007bf708	MACTHAI
0x007bf748	WINBALTRIM
0x007bf760	UCS-4-INTERNAL
0x007bf7b0	MACROMAN
0x007bf7f8	ISO-IR-110
0x007bf840	US-ASCII
0x007bf85c	UCS-4-SWAPPED
0x007bf8b8	HEBREW
0x007bf8f8	UCS-2-INTERNAL
0x007bf914	ISO-2022-CN-EXT
0x007bf95c	GEORGIAN-PS
0x007bfa34	UCS-2-SWAPPED
0x007bfa90	BIG-FIVE
0x007bfa9c	BIGFIVE
0x007bfabc	NEXTSTEP
0x007bfad4	HP-ROMAN8
0x007bfb20	MS-GREEK
0x007bfb60	CHINESE
0x007bfb74	ISO-IR-100
0x007bfba0	LATIN2
0x007bfbcc	LATIN3
0x007bfbd4	MS-ARAB
0x007bfc24	EXTENDED_UNIX_CODE_PACKED_FORMAT_FOR_JAPANESE
0x007bfc7c	SHIFT_JIS
0x007bfca0	GREEK
0x007bfcac	SHIFT-JIS
0x007bfd38	KOREAN
0x007bfd40	MS-ANSI
0x007bfd98	.?AVios_base@std@@
0x007bfdb8	.?AV?$basic_ios@DU?$char_traits@D@std@@@std@@
0x007bfdf0	.?AV?$basic_istream@DU?$char_traits@D@std@@@std@@
0x007bfe30	.?AV?$basic_ostream@DU?$char_traits@D@std@@@std@@
0x007bfe70	.?AV?$basic_streambuf@DU?$char_traits@D@std@@@std@@
0x007bfeb0	.?AV?$basic_filebuf@DU?$char_traits@D@std@@@std@@
0x007bfef0	.?AV?$basic_ios@GU?$char_traits@G@std@@@std@@
0x007bff28	.?AV?$basic_istream@GU?$char_traits@G@std@@@std@@
0x007bff68	.?AV?$basic_ostream@GU?$char_traits@G@std@@@std@@
0x007bffa8	.?AV?$basic_filebuf@GU?$char_traits@G@std@@@std@@
0x007bffe8	.?AV?$basic_streambuf@GU?$char_traits@G@std@@@std@@
0x007c0028	.?AVfailure@ios_base@std@@
0x007c0050	.?AVlogic_error@std@@
0x007c0070	.?AVlength_error@std@@
0x007c0090	.?AVout_of_range@std@@
0x007c00b0	.?AVfacet@locale@std@@
0x007c00d0	.?AV_Locimp@locale@std@@
0x007c00f4	hangeul
0x007c00fc	kanji
0x007c0104	english
0x007c010c	roman
0x007c0114	hangeulmenu
0x007c0120	kanjimenu
0x007c012c	windows
0x007c0134	C3dHNew
0x007c013c	C3dLNew
0x007c0144	C3dNew
0x007c0168	#32770
0x007c0170	DisableThreadLibraryCalls
0x007c018c	KERNEL32.DLL
0x007c01a0	log10
0x007c0200	[mpsCipherManager] exchange_key_phase1: memory error...\n\n
0x007c023c	[mpsCipherManager] exchange_key_phase1: encipher key is not set\n\n
0x007c0280	[mpsCipherManager] exchange_key_phase2: out of memory\n\n
0x007c02b8	[mpsCipherManager] exchange_key_phase2: param1 length is illegal(seqence)\n\n
0x007c0304	[mpsCipherManager] exchange_key_phase2: broken data\n\n
0x007c033c	[mpsCipherManager] exchange_key_phase2: param1 length is illegal(decipher)\n\n
0x007c038c	[mpsCipherManager] exchange_key_phase2: param1 length is illegal(cipher)\n\n
0x007c03d8	[mpsCipherManager] exchange_key_phase2: param1 length is illegal(checksum)\n\n
0x007c0428	[mpsCipherManager] exchange_key_phase2: illegal param1\n\n
0x007c0464	[mpsCipherManager] exchange_key_phase3: out of memory\n\n
0x007c049c	[mpsCipherManager] exchange_key_phase3: param2 length is illegal(sequence)\n\n
0x007c04ec	[mpsCipherManager] exchange_key_phase3: broken data\n\n
0x007c0524	[mpsCipherManager] exchange_key_phase3: param2 length is illegal(decipher len)\n\n
0x007c0578	[mpsCipherManager] exchange_key_phase3: disagree with encipher key data\n\n
0x007c05c4	[mpsCipherManager] exchange_key_phase3: param2 length is illegal(cipher len)\n\n
0x007c0614	[mpsCipherManager] exchange_key_phase3: disagree with encipher key length\n\n
0x007c0660	[mpsCipherManager] exchange_key_phase3: param2 length is illegal(encipher)\n\n
0x007c06b0	[mpsCipherManager] exchange_key_phase3: param2 length is illegal(cipher)\n\n
0x007c06fc	[mpsCipherManager] exchange_key_phase3: param2 length is illegal(checksum)\n\n
0x007c074c	[mpsCipherManager] exchange_key_phase3: illegal param2\n\n
0x007c0788	[mpsCipherManager] exchange_key_phase4: disagree with encipher key data\n\n
0x007c07d4	[mpsCipherManager] exchange_key_phase4: disagree with encipher key length\n\n
0x007c0820	[mpsCipherManager] exchange_key_phase4: broken data\n\n
0x007c0858	[mpsCipherManager] exchange_key_phase4: param3 length is illegal(encipher)\n\n
0x007c08a8	[mpsCipherManager] exchange_key_phase4: param3 length is illegal(cipher)\n\n
0x007c08f4	[mpsCipherManager] exchange_key_phase4: param3 length is illegal(checksum)\n\n
0x007c0944	[mpsCipherManager] exchange_key_phase4: illegal param3\n\n
0x007c0980	[mpsCipherManager] decipher_message: out of memory\n\n
0x007c09b8	[mpsCipherManager] decipher_message: bad sequence number\n\n
0x007c09f4	[mpsCipherManager] decipher_message: broken data\n\n
0x007c0a28	[mpsCipherManager] decipher_message: illegal cipher param length\n\n
0x033550f8	GroupIcon
0x03355520	GroupIcon
0x03355548	Menu
0x03355640	Dialog
0x033557a2	StringFileInfo
0x033557c6	041104b0
0x033557de	Comments
0x033557f6	CompanyName
0x03355816	FileDescription
0x03355838	G7MTClient MFC ｱﾌﾟﾘｹｰｼｮﾝ
0x03355872	FileVersion
0x0335588c	1, 0, 0, 1
0x033558aa	InternalName
0x033558c4	G7MTClient
0x033558e2	LegalCopyright
0x03355900	Copyright (C) 2003
0x0335592e	LegalTrademarks
0x03355956	OriginalFilename
0x03355978	G7MTClient.EXE
0x0335599e	PrivateBuild
0x033559be	ProductName
0x033559d8	G7MTClient ｱﾌﾟﾘｹｰｼｮﾝ
0x03355a0a	ProductVersion
0x03355a28	1, 0, 0, 1
0x03355a46	SpecialBuild
0x03355a66	VarFileInfo
0x03355a86	Translation
0x033562a8	Dialog
0x03356708	銀河英雄伝説Ⅶ\n\nG7MTCl\n\n\nG7MTClient.Document\nG7MTCl Document
0x03356774	
0x03356776	
0x03356778	
0x0335677a	
0x0335677c	
0x0335677e	
0x03356780	
0x03356782	
0x03356784	
0x03356786	
0x03356788	
0x0335678a	
0x0335678c	
0x0335678e	
0x03356790	
0x03356798	銀河英雄伝説Ⅶ
0x033567a8	ﾚﾃﾞｨ
0x033567b2	
0x033567b4	
0x033567b6	
0x033567b8	
0x033567ba	
0x033567bc	
0x033567be	
0x033567c0	
0x033567c2	
0x033567c4	
0x033567c6	
0x033567c8	
0x033567ca	
0x033567cc	
0x033567d0	EXT
0x033567d8	CAP
0x033567e0	NUM
0x033567e8	SCRL
0x033567f2	上書
0x033567f8	記録
0x033567fe	ｶﾅ
0x03356804	
0x03356806	
0x03356808	
0x0335680a	
0x0335680c	
0x0335680e	
0x03356810	
0x03356812	
0x03356814	
0x03356818	新規にﾌｧｲﾙを作成\n新規ﾌｧｲﾙ
0x0335683c	既存のﾌｧｲﾙを開く\n開く
0x03356858	作業中のﾌｧｲﾙを閉じる\n閉じる
0x0335687a	作業中のﾌｧｲﾙを上書きして保存\n保存
0x033568a2	作業中のﾌｧｲﾙを新しい名前で保存\n名前をつけて保存
0x033568d8	
0x033568da	
0x033568dc	
0x033568de	
0x033568e0	
0x033568e2	
